antiguedad_cliente,ingreso_mensual,uso_app_minutos,num_reclamos,dias_desde_ultimo_login,interacciones_soporte,consumo_datos,variacion_consumo,pagos_atrasados,score_satisfaccion,plan,region,canal_adquisicion,color_app_preferido,churn
-4,1226468,16.212549187173984,-4,17.497941113873782,0.5944661713772637,26.921756447725436,110.19363598452617,10.12238483048311,2.944355140523902,vip,centro,instagram,verde,1
36,710118,174.9511475491316,-3,18.59363950039308,4.420869303777177,65.29741616255284,250.3029187323167,29.792465872211142,18.799624491201858,basic,norte,referido,azul,0
21,935347,91.1275876778495,7,7.090904229338763,16.036847730339957,16.27511985109065,48.76195011299512,1.052698721453058,5.156349485928037,basic,centro,tv,verde,0
27,266080,85.5611915780004,18,1.4312721774277752,1.0715892673600536,261.4519754469131,68.73692771902267,16.13342232009989,13.953502396617418,premium,centro,email,verde,0
17,899370,54.94961572041893,-15,35.67832180997556,9.025644608411918,2.0216468646184307,75.64516356881914,6.434354661190568,11.153176317988724,vip,centro,tv,verde,1
-4,1425600,30.436516542093102,16,6.949376513095543,4.441757699697443,45.97999544013172,32.310406222971,1.5789692022594504,4.410432029762079,basic,centro,referido,verde,1
41,123010,76.54964619890063,5,37.66860379974031,7.257167697269898,42.45909524592657,129.82118444255943,5.269579092623915,34.94763903399224,vip,norte,instagram,azul,1
14,615862,36.494398502815876,0,43.41123139074925,26.23467758770117,62.64793944656554,88.83518046333295,8.380765164343021,21.316490723342312,vip,centro,tv,verde,1
12,930514,97.56444559690902,-5,22.173895988779403,15.494481723034221,12.478550108937588,33.588347175645914,18.000134591707344,2.1636362163487144,basic,centro,instagram,verde,1
54,1436165,57.46992019136788,-10,45.08810374963897,17.13225610258666,83.1477248373931,394.9788768007214,2.11413390005165,9.328426304258908,basic,centro,email,azul,0
54,539809,41.67390868028178,-10,24.486325251476387,19.725158967962855,151.23509135765863,31.01282216012319,17.04714378610516,37.97438116458945,basic,norte,referido,azul,1
37,607439,103.41588426364088,13,40.38629601541984,6.3368517396777975,29.704661472833106,252.59579162437103,19.415052399309488,19.55081084107059,vip,centro,tv,azul,0
45,-332983,60.78595199886431,-7,6.765550671929152,14.966415176802316,52.2417007770028,29.253489621848306,5.256093871004626,0.3761937114111724,premium,norte,referido,verde,0
31,330232,45.732211189250364,6,12.388617666324404,5.004134549122554,60.26095833032349,23.545017890566932,6.982054091685259,0.9253955464095309,premium,centro,referido,negro,1
18,1205037,6.889628048355713,-2,10.404129699834645,9.558070352653843,48.780489153457026,78.58543756457212,18.84500487436863,0.3026556442352124,vip,norte,instagram,negro,1
-3,1211273,76.63921127677153,-5,29.23554360849608,20.035367504286192,109.0819511855061,0.23643690469920875,1.38172436187465,14.096938996775084,premium,norte,tv,negro,1
33,53975,71.58755066428753,0,3.3073944379185996,3.890317686984722,203.28326985883655,131.94709297664124,0.28970636413717554,24.361101745983603,premium,norte,instagram,verde,0
17,655340,32.20802899253359,-1,4.550668398857735,9.072748109271965,91.88498932804147,96.83820056158085,11.427853422761405,11.060611694703768,vip,sur,instagram,negro,1
11,797336,52.17070039283147,8,2.5925694482139803,20.64962104817343,22.212299342149798,1.8945046767405895,14.653026635810315,4.727587938441377,basic,centro,tv,negro,1
13,121389,61.63380807630701,7,20.753890482018214,19.75943727314845,125.53952140802353,94.87517335971853,5.023932632309784,9.167619907151533,basic,sur,tv,verde,0
47,241830,32.07269442893639,-7,39.5534349194938,3.2736075463591363,175.28383701734796,25.677538828387636,37.41701826471691,32.85389440989769,vip,norte,referido,negro,0
-3,888450,72.83720649296481,0,16.589176079993464,23.042254326552026,91.57325254850822,184.28997085284482,3.7678633920754843,2.8086620334887114,vip,centro,referido,azul,1
30,602080,130.2684381658575,8,11.360157266227974,1.0547399358367793,135.27099454923604,154.3716238750614,28.814700097610377,12.755815014204664,vip,norte,tv,azul,0
14,894628,63.954959165864366,0,15.843784592438492,2.236756810108551,45.96677657505128,78.44208743666222,0.1644496310137855,13.885216831844025,premium,sur,email,azul,0
8,787173,90.25760584866659,-6,27.651790921244256,3.858804123453802,14.426359782909687,178.95940710592745,3.8352345854954564,20.256203298991522,basic,centro,tv,negro,0
21,1021825,30.976548061339084,-6,30.64795296356649,13.862866380706594,81.23370030385951,61.85118989527968,11.19261473991401,0.8876745324001645,vip,centro,referido,azul,1
10,88986,24.172111737826153,8,10.021042788916551,6.6317297202482965,72.97991678329663,351.4966808127453,22.920785582317276,28.526943178713353,basic,centro,referido,verde,0
1,576697,19.276920459734228,0,11.506617678595571,17.54202875376736,104.9255743174637,248.44722597302882,1.2518078315016345,10.605814671215935,premium,sur,referido,verde,1
43,756279,217.56329116462038,1,41.74370319817801,6.8759146088422485,14.55468005896643,372.28867082950546,25.548439484656118,29.03083559136686,premium,norte,email,azul,0
33,202179,45.680214594162734,4,74.59982963032661,2.096192789229786,108.35657926266462,0.136042840386242,24.941799783527017,6.02751482362105,basic,centro,instagram,verde,0
17,999226,87.43269038160355,29,52.66167063052145,1.4640361955387493,80.77752084655594,109.91290010214394,4.9872855213809935,27.157484881578732,basic,norte,referido,azul,0
0,183556,6.093483188155787,-6,13.787872695991158,20.851104379791707,38.64065766049119,450.68371166333077,18.8429401134838,31.757417419684508,basic,centro,referido,negro,0
55,731527,9.264282085123181,0,2.832011631163294,22.552061423532486,25.16099844911898,360.00051819468547,12.14524949508273,6.05804891841437,vip,sur,email,verde,0
66,1002670,134.37784549449526,-2,14.10456641952172,41.21291415072976,36.427303716020525,385.5264669208754,20.710240822296768,18.171237907684237,vip,sur,referido,azul,0
66,1012844,47.35228719295794,0,27.13422818798106,19.463539293560387,26.046517989909105,329.696770923379,13.477491506487,18.78606611258717,premium,centro,email,verde,1
38,-37216,46.07060424132153,5,31.65297532152486,6.1573512487536695,74.47987773562855,127.73471479338565,1.7535628719730822,19.7606720332306,vip,sur,instagram,azul,0
17,580399,5.929616061713397,0,4.182420964821302,14.03144968559306,114.10592311675751,77.21442845192739,5.6931631395106,18.914412866008327,premium,centro,instagram,verde,1
40,588424,52.08823841373391,-2,47.541822733291596,19.131058881758243,129.28551115978692,122.55929518559788,16.4048307222526,9.153091494028033,premium,sur,tv,verde,0
52,1350559,71.61302077621276,2,47.799272515268804,8.267354296584324,3.0026319820994374,437.988871721421,12.957479489670401,8.085301911991248,vip,centro,instagram,azul,1
39,863777,83.843185567436,-31,44.7166372342803,21.969845742571987,29.603741913423853,161.24404379404416,10.332594390323456,10.398076818709852,vip,centro,instagram,azul,0
20,555820,22.28841908726783,-1,1.2537774297297901,4.162696280160239,52.85067491361297,46.674836191537004,7.340504778904591,5.618846490096044,premium,norte,instagram,negro,0
85,551959,30.66182853867144,-5,24.568060497547165,39.993571831220805,24.119121371188513,687.5777180203376,22.531525592686616,22.82907081613327,basic,sur,email,verde,0
15,847833,55.1807175323042,-6,2.6837450953007322,6.035220588442374,117.00545849058659,43.0837348715425,23.766139347458886,7.8894438826151525,vip,norte,instagram,negro,1
38,811571,118.427233106829,25,47.86341911702456,14.625441945067372,104.07721180281288,57.047262072856796,29.221834388233447,39.310960554031624,vip,norte,referido,negro,1
21,825603,45.902752894193824,-14,22.029517135638716,5.069997962622215,109.28253511525045,110.95876204392792,12.759225887910448,11.132719901742924,premium,norte,email,verde,1
14,791816,71.03037915256556,17,55.65521371561824,9.399769291722144,18.66295353028858,6.84705292098986,10.328339828450252,3.604358456750929,basic,sur,instagram,azul,1
23,725173,11.088052398100714,12,30.2024393922525,0.04540355165098764,138.45850061293385,50.71031459319022,1.0318708586605907,2.2749733889120827,basic,norte,tv,verde,1
55,1479593,52.39538387655064,-7,45.896326225697536,15.088376207187057,210.20121654184342,425.92519002003587,21.66217495545017,1.6667758284297518,premium,norte,tv,verde,1
46,451875,19.249358096447434,-1,60.13677281483214,9.490705051572638,197.13305078440854,65.10919231437042,28.059823753834774,23.742164590387915,premium,norte,email,negro,0
38,986781,66.63367621057444,-8,15.431320414595099,21.49412012552802,65.80731871836846,239.71218655515472,2.133411910919545,0.6247145345500704,premium,centro,instagram,azul,0
6,818923,36.178183015240265,11,29.38436472349231,19.73518120789668,193.26914126676442,45.156534129292524,1.6760653032960127,20.672895951339434,basic,centro,tv,negro,1
29,304135,35.76127735324487,10,37.05939635076728,14.617560335237654,83.30389135570178,101.48880102895721,20.34642026768424,12.999929732752534,vip,norte,tv,negro,1
28,942364,110.6400377934342,-8,40.67143229708318,11.980054878805287,55.00517010787346,58.98215762204988,29.861293207143987,29.189774684751217,premium,sur,referido,negro,1
-14,1280026,142.91372836780272,-23,18.732077812771504,14.353457350955608,132.39856792023306,435.32539691883176,6.787215121831163,45.028851358825975,premium,norte,tv,negro,0
30,655828,29.100111158497974,-3,28.252902047539177,4.057628906369217,130.02151388560733,1.4437090889669353,13.83971745349578,17.281433041720447,premium,norte,referido,azul,0
52,368503,126.37950875311643,2,6.6078048117703005,2.5844827186852615,177.72783616765656,356.0948968955914,8.770030378613413,24.581543161255382,premium,centro,instagram,verde,0
0,983892,50.04813396919983,6,40.42636873160973,17.99756857904315,32.58102843830941,20.212164179778185,3.3570839813625586,19.959097590895766,basic,sur,tv,negro,1
43,660041,53.897186591104195,-6,37.279327667823324,14.724241660883477,47.67386635773852,92.26520602418647,21.371652178025734,20.90641450163845,vip,norte,tv,verde,0
33,1004342,29.56701530765667,-11,21.2032152734946,10.820997339741405,9.48684050308096,159.02591258391274,12.101475615165285,0.8751122660413135,vip,norte,referido,azul,1
11,1049251,8.492609022566622,0,14.813419947966615,11.762175230317224,234.34953504586318,124.42025958305729,2.9461227281074165,19.825482407628673,basic,norte,email,verde,1
11,731443,35.702918891421604,-8,15.613155814118358,19.991098930303032,3.703332496580887,10.170372287683108,15.529024486821108,8.23183765983442,premium,centro,tv,negro,1
25,585801,15.879933864140357,1,31.186574348808044,17.410229021843705,53.69749969654599,158.8009812709941,9.224879893316896,20.730936239806486,premium,sur,email,azul,0
45,627575,45.65677169573156,1,24.49001819026764,13.928444319040238,11.931375677343,103.48483362298886,22.700707540811624,21.3907027588614,premium,centro,email,verde,0
30,-311607,101.17728618578718,0,8.325203439360138,21.97988072119957,44.83350189542156,44.53071934662512,11.787198780120267,7.809689140040316,premium,sur,referido,negro,0
14,685392,13.212455444227558,0,14.323615183549997,13.254856179198661,64.61175235428554,5.322677143485743,16.053297004031727,4.747010465872834,basic,norte,instagram,negro,1
28,899302,6.765604413817907,7,21.105854784136195,7.263125124710594,56.9685246310884,89.73448548104416,9.896210278586823,2.5175272767217125,premium,centro,instagram,negro,1
3,1207137,73.33416235821505,1,43.17356148864091,26.67181943328685,40.66454695120922,109.2553220525958,2.95424738961396,22.875089901790744,premium,centro,tv,verde,1
20,633794,7.184070744139369,10,8.670143587270784,6.386497921044512,77.17493084499762,44.339136648185494,0.5658601735490798,6.973982861879115,vip,norte,instagram,azul,0
57,988715,35.683535978840695,-3,0.49473796273626003,12.284318560638571,18.819197733015272,310.26424981415556,13.17705368925704,9.380181748336115,premium,norte,instagram,verde,1
67,1341831,22.03156426508745,1,34.131812284934185,14.90454295385382,150.5844569124278,465.8724735977202,10.454975660707461,12.886811291493075,premium,norte,referido,verde,0
51,321608,41.43492666451335,-22,44.98661405832135,15.595655165873232,15.126821961040449,256.4382470213046,20.096742910242025,8.116905325949567,premium,sur,tv,negro,0
31,703758,22.423979683980253,-3,50.94190629931785,11.558480012904864,70.14237206799021,116.53624069757707,6.6664302677845395,0.30446482778682116,basic,centro,referido,azul,0
32,378879,100.81327970711081,-19,20.66570597163617,3.0588773950328707,56.47519991642487,52.706741012766656,30.472623240497633,0.590790197757427,vip,sur,tv,verde,0
44,772241,118.3749731179639,3,63.413596412590294,6.067408375932559,83.55675357496246,318.89520612676716,27.152960212481144,14.493118974427768,vip,centro,email,azul,0
32,128766,13.144692690515758,-14,2.0207762339028625,7.058677632358778,45.347254902666506,2.0656595236862674,17.583893705967576,2.851571673390243,premium,norte,referido,negro,0
12,736601,70.85293306399478,-1,0.6876890591776972,34.71622181819194,191.0039975965776,209.2784924910601,15.787280911238026,42.19101443241091,premium,sur,email,negro,1
24,-264026,57.82496955267697,2,49.145851456006,12.97030251297327,147.61424508927726,121.37838656686392,0.42198661225675504,1.836248666265865,basic,centro,referido,negro,0
42,545622,55.6415611452986,0,34.31281843144584,0.6697194039791565,64.41730061813699,149.71591159235112,14.669009953290328,2.534227242357633,vip,norte,referido,azul,0
20,100358,62.75092681243006,-9,24.488300158953372,13.918761434655229,43.93810979699996,196.50783425832523,21.846284242346346,14.877046988521546,basic,norte,tv,negro,0
-13,1213180,127.27488294203289,19,6.29100564783079,28.483620616088796,136.38782046422838,45.42382925398625,8.060834528588947,19.022848915968357,basic,norte,instagram,negro,1
39,1001896,250.5399147129462,-12,22.502433717540306,7.4265312704855795,147.40075192282174,422.1335673287604,30.593556094449923,35.36386284942562,premium,centro,email,negro,0
27,388386,119.13519429439002,-1,1.7465702418941493,11.38144027556169,66.83399698864154,220.54575515617984,18.329331644557993,38.63031001336718,vip,sur,tv,azul,1
31,442802,19.57000816714074,2,20.00632721388552,0.6705771189310061,176.84019226638048,0.11653876288355387,15.860734226457547,10.321871134637357,premium,centro,instagram,verde,0
30,601017,60.751230172020556,9,9.559777744228025,3.23442341114927,24.98438489789002,23.340811113783218,12.241958748651715,15.878163407106204,basic,norte,email,azul,1
55,1342625,62.049028658053686,13,20.583995002016213,15.164379161763165,120.50839779664663,404.73271717747156,19.12909134676948,0.4185562504917384,vip,sur,instagram,verde,1
33,-428371,265.8980476098362,10,5.67012328722567,41.202801051718495,31.33945456252955,160.37823710259303,12.349638462905963,16.84816421826383,premium,sur,tv,verde,0
17,594979,111.00575047483576,2,16.291401942434245,18.91123879746155,82.69070232477402,123.00187095487895,30.769427453303955,13.948236670699895,vip,norte,instagram,verde,1
11,1035521,82.08746060480793,22,15.482445618757128,14.308222371895534,46.8563032328347,77.42202207633056,27.334146366520955,12.421841067212252,basic,norte,tv,verde,1
38,978301,11.467903610826678,0,30.08239336614734,17.350993842567803,18.439288149565105,131.04906642280972,19.338349000068146,11.554903955083795,basic,norte,instagram,negro,1
34,128409,16.468894411361262,-1,14.481915310734419,8.9975029848361,1.4789462154035646,53.661389102501,11.04328193558886,5.593911389538045,basic,sur,referido,azul,0
28,247889,4.523493137243245,-15,23.481140972378615,2.6790693604488625,2.1824758953852466,66.62266140529692,5.308643849895995,10.612839089708611,premium,centro,referido,negro,1
0,955359,11.663801180302022,9,0.40939025456047856,2.31121783079685,14.449867664744412,42.55062336258039,4.4233664339260415,11.679324882745304,basic,norte,tv,negro,1
50,-24683,14.21532734976471,14,18.586498856807445,8.812437062979415,281.09445332320064,14.354255268191068,9.02654905105183,23.982829323885785,vip,sur,referido,negro,1
66,-310610,5.049825085156828,-8,39.00020851632824,9.250119202691176,22.808780639272708,234.4512068603333,7.224165639381354,5.554206524796705,vip,centro,email,azul,0
17,939011,44.26813133240832,5,2.075642348261785,0.6373389908367921,73.59970014258747,48.904842744587924,17.34555569877982,2.110293082549254,basic,norte,instagram,verde,1
11,1185628,10.768016922304486,-13,8.895969566690198,15.05891092738647,152.17004560451971,162.06116020226025,2.050682393526717,22.274208530454676,vip,centro,email,azul,1
3,1105844,18.928834227354436,7,20.55314068394542,8.704009523832838,22.5304454482617,18.71316520467006,10.308619106331516,4.372736137053276,vip,sur,instagram,negro,1
48,426235,2.8654894649426694,6,11.994280831396546,20.612130877267013,116.22353293456689,10.89652814350262,11.578546447607085,29.231909493816424,vip,centro,referido,azul,1
19,262081,107.3400126691562,-16,16.732849522233828,20.953335434154155,34.160614560658495,112.17486287166301,12.14696756822233,3.439306444571071,vip,centro,referido,negro,0
7,-56767,165.04952668598628,15,27.290474521614215,28.550464052129083,51.97269668775716,265.2926279286168,5.04165447340668,7.836738035524771,vip,centro,tv,verde,0
8,947165,118.5642077263778,5,13.72922344021979,4.280641756604129,94.51266961563735,99.28560341564572,20.332493079600773,9.25125452014144,vip,centro,instagram,negro,1
-2,1192504,82.04489281774164,8,61.70281804956096,24.801329108038964,17.364179573878193,102.46903762209303,17.97062090806516,31.762770792444993,vip,sur,tv,verde,1
14,671777,19.089066294483132,12,35.280702192998795,10.980230476191702,31.977903458618023,83.55992641068606,3.7520992788706775,21.008441918183472,premium,sur,instagram,negro,1
63,-107224,20.620157166172092,3,10.520210696533987,6.193002610214425,95.09513706779309,191.60773549034275,8.430795138287085,5.772419135656213,vip,centro,referido,negro,0
17,952680,146.13826089659082,7,51.25056013335286,26.646835799350185,212.4120571856531,3.091186664997077,15.843174324505105,2.682798677759688,vip,centro,tv,negro,1
-6,1332262,92.1295061793896,-7,24.64217630368983,22.56265862893914,2.5557079855338003,6.662864381466743,3.616674765710024,15.4959833911273,vip,sur,email,azul,1
4,703323,137.63124570948608,3,5.2410508915189915,43.56622866931835,62.75638981476187,36.60127380953469,3.4578965353722957,21.635065790925303,basic,centro,referido,negro,1
71,985538,97.46064328760984,5,29.513533080370458,26.303137724779692,112.50716252146226,384.2426308664749,13.209837333385742,14.99087518940218,basic,sur,email,negro,1
19,280245,51.403618614870574,-15,21.068654852100796,15.391456459017089,0.043881489169186896,130.53184744611215,25.384674031995193,12.570616558423136,vip,sur,instagram,negro,0
34,374828,43.80728611544879,-4,28.22642933658886,9.830470488917488,20.328753719597337,134.3954746328696,15.294251625413203,11.173226362616601,premium,norte,tv,azul,0
14,409818,0.1624682153375224,-3,6.750085732581463,1.3318978476821552,210.2428307664438,124.10687729360066,8.387083096383467,4.55939859328563,vip,centro,email,negro,0
43,1018234,50.61809347281957,5,33.963723113114504,8.295787443687612,178.8292097703662,142.662699093109,12.868065078339031,22.696255563791237,vip,sur,email,azul,0
17,701814,3.893951556440212,7,7.386463534836235,17.00866359613434,157.0724167619009,195.31793373748945,12.683215837589248,29.99483017334181,basic,centro,tv,verde,0
77,992309,9.686238385918791,-11,22.587780878523617,10.919991728545902,32.429449266720255,420.30968539350886,18.317098287902365,18.783545356557156,premium,centro,referido,azul,1
