area_m2,num_habitaciones,antiguedad,distancia_centro_km,tipo,tiene_estacionamiento,uf_m2,precio_uf
127.79899869278401,4,36.58262857282694,1.2823539603935985,Premium,No,124,16054.57860723507
105.07672057685127,3,3.991529768253983,12.867500826829671,Premium,Si,124,14004.23966202292
67.5802965703359,1,27.54315364067626,0.92193245665248,Media,Si,80,5644.064192346554
95.01058418963876,3,13.646140509427845,6.516484774344653,Media,Si,80,9292.65002192607
88.46366625363707,3,5.198247087322391,9.884198659063312,Alta,Si,100,8415.643378077539
32.37650119926723,4,19.751930184325886,0.7841631688218096,Emergente,Si,60,2696.3604010136983
109.43994899712737,3,22.479776369225718,11.696055652617824,Emergente,No,60,6003.784904949604
,4,,,Emergente,No,60,3484.1484818394083
57.24540127689815,2,17.772505761793333,1.6850978699728025,Emergente,No,60,2674.1913669949754
78.16601602082852,3,21.47316029844041,13.42132745808388,Alta,Si,100,7476.476100424524
79.97971162391177,2,18.072355831832258,4.011405624233113,Premium,Si,124,10490.937068681704
58.71659711063618,1,4.477986511930798,1.4245981606765021,Alta,Si,100,6996.085988426539
94.95112993299335,4,13.368242773851467,2.421229828449989,Alta,Si,100,10547.969659039114
50.53516663867243,3,6.514316510924873,11.547581524807391,Alta,Si,100,5151.554128693645
59.03630962965787,2,12.729695689928098,4.579664476813591,Media,No,80,5171.1562434035695
68.17578489441718,4,3.09466152298155,0.9015053992474522,Emergente,Si,60,4883.989495569154
57.626380829995526,1,19.374941597869388,8.05450910137452,Media,Si,80,5632.355090239718
92.1715244692254,3,8.455261691971966,1.4945087166893298,Premium,No,124,9747.426387681582
67.4263246915119,4,16.311033694130796,7.051970549467372,Premium,Si,124,8810.34087607634
78.99644257333235,1,18.50725926800086,8.631246167904159,Emergente,No,60,4977.538086958431
94.78168563436581,3,13.053092042452773,14.463787139724705,Media,No,80,6747.738756667988
30.0,1,14.14330803046034,0.8215808197759686,Alta,Si,100,2538.4216922385212
145.9342989946267,3,25.963971838959843,7.200457638865148,Alta,No,100,13068.683009726226
90.44771050951174,1,22.09639155364146,12.623911993331756,Alta,Si,100,8628.766560744307
55.3929265937685,3,23.103602328771892,1.0425560131705727,Alta,No,100,4485.512100465732
84.71771518235919,2,31.95786950254863,3.4385859989122842,Alta,No,100,10071.422726896257
30.0,2,23.932751840304363,8.189335900206938,Alta,No,100,2822.3083361878894
116.79556116428817,3,21.758048607897567,0.5921003010824084,Media,No,80,9926.974991303918
103.92899055659358,3,8.889425806349713,0.17252514574857983,Alta,Si,100,10375.500131946384
83.14428191795756,1,8.987782367051103,0.49598238279669166,Emergente,No,60,3551.7198092286203
75.42365936104201,4,36.62784343888063,4.2486546226368125,Media,Si,80,5090.76862529951
80.60473077241402,4,11.741223303783936,1.5180226292127936,Emergente,Si,60,4426.37946220152
129.1397370572541,3,18.966569193962858,0.8684652085175589,Alta,Si,100,12860.511149491633
82.26561606284754,1,35.54443266335968,13.02898846223157,Media,Si,80,5375.6495039549545
106.91335941342984,2,21.74764932780332,2.46989129456895,Emergente,Si,60,6081.573351765653
107.23833323052655,4,24.564635150397848,2.006715864485736,Media,Si,80,7651.433832971732
51.05483866714414,1,11.08778332194518,1.3327359201769338,Media,No,80,2292.5872274648636
54.33278437695257,3,24.983581521791933,6.728941174212958,Media,Si,80,5758.689752933056
65.93282930313008,2,13.648913491215374,6.7568948993068485,Alta,Si,100,6945.389540799377
87.13547286552053,1,11.338141210800323,12.374024336218707,Media,Si,80,6587.236327899425
76.83292251104585,1,23.060148428920236,6.1620134876790065,Alta,No,100,7562.164590535328
116.80986056042971,1,22.078714432038655,5.512663472916803,Premium,,124,15128.076398573497
115.84088962566943,1,9.93691436874105,6.505388381321103,Media,Si,80,7922.120763760533
89.61973860380147,4,7.66997468248043,10.983587398962344,Alta,Si,100,9402.207724091813
101.66099781730017,4,27.95499781222566,0.03598935955055133,Media,No,80,7975.0812066732315
170.62816964174257,2,24.5012817803101,23.672862327166484,Alta,No,100,15000.85190439492
145.34092757898893,1,2.6224527568895635,1.0712328569675837,Alta,No,100,15887.721397824746
84.5155505311563,3,22.504412734118016,6.067882581020061,Alta,Si,100,9333.779171025011
,4,,,Media,Si,80,8247.222979584709
101.15834490173762,4,27.969422570762127,10.274539644425106,Media,Si,80,7127.987319917869
136.97609153489762,3,22.495953212011663,2.6500381862021367,Emergente,Si,60,8636.444747872287
87.70954799534782,1,14.740945353419406,10.600875193966951,Alta,Si,100,7545.254351053196
128.3265404030014,1,14.039682631474978,2.3335276316282725,Alta,Si,100,13230.025867210376
81.04845219165487,4,19.596649077247065,1.600232255064531,Alta,Si,100,7876.863687774592
97.47581363536406,1,17.236506177851844,16.25583385452508,Alta,Si,100,10082.24145280931
63.637425852592756,3,18.486384700424793,0.03789332027164661,Media,No,80,4133.624827160262
87.47470157319603,2,17.223339635678887,0.2046436261685677,Emergente,Si,60,5513.140805239557
76.85119841986614,4,21.64338989808268,30.662461475337764,Emergente,No,60,4545.268063388806
105.3359645883777,4,8.05120591464885,24.19219975213062,Alta,Si,100,10201.81691807267
,3,,,Emergente,Si,60,4541.436242077662
83.2990029220376,1,12.081534605059984,1.9515844869657524,Media,No,80,17368.456936164657
82.54918227247373,1,5.510700435569243,7.461460348809651,Emergente,Si,60,4184.64538907489
122.18154919630013,4,28.23822706338788,5.738593553256949,Media,Si,80,9218.400060621467
58.26659947919762,1,17.168265959271505,3.1802139216009424,Alta,Si,100,6489.453526257165
85.37264382966374,4,6.273328733015923,4.558723939931535,Media,Si,80,9141.688585461405
60.99376610881927,2,14.462576367398018,0.5807653723306757,Alta,No,100,6018.456879757349
753.7240725822425,2,26.105187265495854,14.224448271439451,Emergente,No,60,4964.994533420396
83.42439310073813,3,23.30992334790337,19.672666702490112,Emergente,No,60,4401.267861162898
60.340371784153774,3,17.851204967234633,4.984367983207481,Media,Si,80,5548.0176766363065
102.63726881828748,2,10.061035865100823,5.791237730148136,Emergente,Si,60,5761.662145427544
128.6344140345077,2,6.910754526227937,2.613991354769547,Alta,Si,100,12246.294024301373
78.02776044610934,3,30.575794285986994,0.5943082062239732,Media,No,80,6570.048359881943
101.30074855525831,4,22.07567246669734,2.369430482525054,Emergente,No,60,6001.97373904701
80.3904135314752,1,17.83851370780869,1.8199365850400873,Media,Si,80,5763.06826070925
93.9746584667646,4,35.424793950919536,2.0537161973124167,Media,Si,80,7264.5790130371
75.03191975279626,2,18.929217505573426,30.692425247749597,Media,No,80,6249.151742710688
94.99715625730619,3,25.210128030611223,0.07848163673295856,Media,Si,80,9377.728755998734
72.68786544928544,1,28.081643145484716,10.387545544891466,Alta,Si,100,7120.750700545667
67.64258471293608,2,22.279858462026283,0.6602687072383179,Media,Si,80,6378.483904833936
82.8221240370404,1,37.70546464592894,0.3166680384869546,Media,Si,80,6488.653085560827
85.73523601713018,4,16.569771919227538,17.068135192376243,Media,No,80,7217.42402838519
140.69166813843495,2,23.828717138688848,10.58316794866082,Media,Si,80,11555.944765185439
56.069802125478375,2,21.824448742832715,5.556210993358156,Emergente,,60,3366.7703339314503
,3,,,Alta,Si,100,9669.59994434785
93.03439245968616,4,13.981577478941636,3.947633064423453,Premium,Si,124,12334.991381633576
73.15792798529773,1,14.227169803690076,9.452353627006868,Media,Si,80,6113.470066094097
99.77722319169679,4,4.086065526211035,7.936976227874677,Alta,No,100,9068.170475029561
52.32059957770355,4,18.950841790444684,12.962966853031656,Alta,Si,100,6419.526478048883
131.08045709845106,2,32.381816872080705,3.1352762387638298,Media,Si,80,10047.51951021404
80.48465570988814,1,0.0,2.1868073201034783,Emergente,Si,60,3062.294001863055
84.77591682148135,3,15.42580146870573,7.357215607261564,Media,Si,80,5735.501463004323
57.57347212613263,1,17.338130525052016,18.612193380077898,Emergente,No,60,1407.387979215216
57.419710400628176,2,10.486046622476305,0.5857232355450865,Media,Si,80,3373.791499246666
85.17136313882254,1,5.2555362303198585,2.102778558329183,Media,Si,80,7415.3522615338525
66.48891265169115,3,28.55497799001867,8.983796690883173,Alta,Si,100,6348.059198400917
129.7635695092435,3,11.904311508174949,3.8886413733693352,Premium,Si,124,16574.60519792876
75.18710827031356,3,18.117570996696344,18.585919329913576,Premium,Si,124,9948.588286260378
30.68982443999076,4,5.356088042968079,4.759667886541612,Premium,Si,124,5438.427641561256
82.62546136607484,2,20.661936956841355,1.4975940929130256,Media,Si,80,7070.98035803211
78.79668855595465,4,17.363076991457596,27.788132213498617,Premium,Si,124,9746.495907206181
76.13646485986271,2,15.25868397022609,1.4960934348126285,Media,Si,80,5477.887210571679
41.41333251159947,1,9.778003910168806,3.2789974101219244,Emergente,No,60,54.59223347923444
94.4175945242661,2,16.213050635549365,11.464108802420062,Alta,Si,100,9618.50956024945
65.30316212728333,1,13.87364341933192,16.11523461312208,Premium,Si,124,7644.064229135301
85.33333506489043,2,9.282751585701055,3.2818733763279786,Alta,Si,100,11100.7993270917
42.452497059282074,4,39.04710486626939,12.378827784707397,Media,Si,80,2761.8887253273733
106.71441979370087,2,0.0,0.3760134950747274,Media,No,80,8019.795599419639
92.06042332857864,4,17.695438330730205,12.479184816757183,Media,No,80,7870.535558718658
83.42821897719902,2,8.086422073705876,11.052348862333796,Media,,80,5947.130618600872
,2,,,Media,Si,80,18740.632699964077
70.18482901500309,3,21.615988770606485,4.487951961705608,Alta,Si,100,6503.392902741424
78.06626798762478,2,2.22596392965138,13.918592673347034,Alta,No,100,6677.006948811995
43.335537421578955,3,0.0,1.7635336850891399,Premium,No,124,5242.416444879045
87.66667701962353,1,13.525390153407841,0.2146016925439772,Emergente,Si,60,6000.7016877777705
78.5742792021178,1,17.282773404751353,3.818878363146493,Alta,Si,100,22351.947274075446
70.40286902530731,3,0.0,1.5014593172777873,Alta,No,100,7952.930353663697
63.913415980508745,3,27.24593143160576,0.43153046633885234,Alta,Si,100,6310.233730687929
119.0526062337469,1,39.823258708944486,5.139214686064397,Alta,Si,100,11987.27593716307
103.32562465162471,2,13.71310367017427,6.298668049440588,Alta,No,100,10339.87825829294
77.48456861177448,1,9.409993101218177,0.2942770612014318,Alta,Si,100,7511.073404849283
87.08233025983623,2,0.0,2.7258615639412946,Media,No,80,7210.038101055335
50.685309070327996,1,30.88261966182801,20.844810080109422,Premium,Si,124,5411.40495022597
39.87300685680444,4,19.71230032325002,3.1483578014031517,Emergente,Si,60,3284.3241103126115
38.46005408781361,2,13.413879931924862,28.075072054006583,Premium,Si,124,4113.5200943039845
87.1202175326927,3,25.47564786567972,7.48073612321128,Media,No,80,6714.726154172455
74.92831034305065,4,17.241549636699716,1.6782507407157314,Premium,Si,124,10044.314177423052
80.08808296680805,1,4.134903509583266,0.8110940083238736,Media,Si,80,6928.345344712315
92.31195449024231,2,12.306661869711025,0.8532212561834893,Media,No,80,7938.75370629016
,2,,,Media,Si,80,7955.516467287135
,1,,,Emergente,No,60,3975.5262858306387
92.63352916922226,3,19.380321405940386,4.994904489609125,Premium,No,124,10915.638487630164
72.77796652869658,4,20.206736317118594,2.318689443956691,Media,Si,80,6531.301758074964
91.56589794653111,4,12.065840910342496,0.21987322160779435,Media,Si,80,9338.155271989626
97.21514298874617,2,4.489284929204988,4.959323136867428,Premium,Si,124,11614.916310167715
101.21351100791809,4,12.017867462264553,0.8147336667786937,Media,Si,80,9019.622167587011
75.07658083505977,2,19.740167906865288,6.48868621699679,Media,No,80,5389.314623891208
98.31878804459294,3,24.39987098634736,5.36548791866272,Alta,Si,100,10246.641894605025
63.52359726433384,2,32.13225924010378,2.2878519953377405,Alta,No,100,5664.906085185733
73.60088067236508,2,10.842145134781724,1.951668884084606,Alta,Si,100,8508.915083277416
30.0,1,18.090587887069244,4.348582266821802,Media,Si,80,1317.3004373037807
86.34476370575587,4,15.676358416606481,4.860954199805768,Alta,Si,100,9032.276393626456
59.294869702752706,4,10.074333103467971,1.8904572685584173,Premium,Si,124,7081.124238218601
130.49149398198696,1,21.500516343292375,0.8863017512190536,Media,Si,80,11114.60812446678
118.94666317451562,4,23.25703014441923,3.7412852000247243,Alta,No,100,12876.538956941653
78.27333336800504,2,15.15803993703657,5.148055270572374,Media,No,80,6100.570295692604
103.70583476830177,4,21.706830540688646,2.706565103276077,Emergente,No,60,7104.723562701774
112.8489622034376,1,0.0,3.9508426826272944,Premium,Si,124,16062.298762525399
68.45106712574417,4,15.810472443139599,10.610805316417093,Media,Si,80,6086.072882159869
63.652607600850075,4,6.166559213963243,2.6509955338626296,Alta,No,100,6404.539148334481
127.9017137416505,3,12.55901604823001,2.411446662859551,Emergente,No,60,6871.532312497995
112.54083114561543,1,21.622211494460757,0.7185438977932974,Emergente,Si,60,6282.850807101014
89.27147346647455,3,12.179169389703208,8.173978189914845,Premium,No,124,9447.7725602071
87.14261554480491,1,28.719465795390448,2.415488242455465,Premium,Si,124,10200.317855977652
97.92258534827765,3,1.7626156205565646,19.634979902877138,Alta,Si,100,9977.883867763336
52.86202971247387,2,0.0,8.303219978994123,Media,Si,80,4358.420009670186
109.851600624735,4,16.190363057993125,6.115027568834276,Emergente,Si,60,6234.818833227707
60.7981733500155,4,24.457321173160274,10.838879641544146,Premium,Si,124,8401.513062676018
30.91741195895034,1,16.30054382674144,0.12968629297115608,Media,No,80,3030.62900621522
87.35796539450806,2,34.92015264209986,0.6776610908446478,Premium,Si,124,10537.13005580727
105.94326335649387,3,15.790524251743573,1.1700997292562327,Alta,Si,100,11712.29022757804
94.3340790213369,1,6.456650512886471,0.4099792402665184,Alta,Si,100,10159.389389698217
70.45442417491739,1,0.0,2.411375908674828,Alta,No,100,7313.794859786019
83.37870304131033,2,14.253683313740133,7.658182098187535,Alta,Si,100,9183.944743507243
104.24636314685381,3,23.867833667189004,8.76859320802246,Emergente,No,60,5723.301310194545
85.22368851491376,1,16.7177216739929,20.29289112921141,Emergente,Si,60,3753.8292055562238
95.78812955363709,1,19.61899728671932,26.39638257867415,Alta,No,100,7918.989761246524
37.95448449907509,3,3.1149784140956154,3.385185673952905,Premium,Si,124,6580.628263454743
77.0774583429343,3,12.765994538716852,5.11185407565095,Media,Si,80,4455.090867298163
99.52894038588963,2,21.960714529860752,15.31760024897675,Premium,Si,124,12159.883199445241
36.466687290438564,3,21.170563340177463,6.72268814383655,Media,No,80,684.601786607728
77.24895331562165,2,20.55701733615393,0.8131275015225632,Alta,Si,100,7985.063618263035
73.4796917029372,3,3.999580443487286,1.493297738865236,Emergente,No,60,3459.939822747707
57.62471350714868,3,7.592522444567252,7.064480104350416,Emergente,Si,60,3112.744586206347
111.061866024634,4,27.417158080237165,1.2292447803803825,Premium,Si,124,15052.54018881551
109.85657667788807,2,9.666543939518466,1.7536554756232439,Media,No,80,9165.157157731608
39.95880892750964,3,24.580448825866867,13.452991284384943,Alta,Si,100,4450.281492725571
72.91285643610736,1,29.391886500334493,3.493490369168308,Premium,Si,124,8658.308923141973
124.5473848148159,2,27.136170365664142,0.6609516631899663,Premium,No,124,16338.233519811225
,3,,,Media,Si,80,4722.192083843582
31.210984924802446,3,19.946202763287502,2.7116707561440916,Media,Si,80,4358.861493128899
54.93299861275071,3,11.738353905286553,11.01470250825111,Media,Si,80,4727.009894169282
68.7526657523336,4,0.0,2.5176434885754273,Emergente,Si,60,4180.156290687069
93.9241471897342,3,17.033495309039605,3.9069550396340302,Media,Si,80,7193.800880226097
100.79612825862004,2,0.0,0.7420315051304152,Premium,No,124,11692.073338372551
69.31707925480333,3,21.653430764444213,2.5305602026092595,Premium,Si,124,9052.640019692848
64.17211937846562,4,17.91095153411294,17.62736511511075,Media,No,80,5078.811019833119
46.207904424957,4,11.413345014173437,8.728988662604035,Alta,Si,100,3873.926275294695
125.62545269279158,1,19.76620456474177,1.6627355638302481,Alta,Si,100,12726.44547577863
68.45046896891039,4,0.0,0.774309016736779,Media,Si,80,6792.42089427569
94.07390356727647,2,0.0,2.175886398998198,Emergente,No,60,5506.467621893296
48.858348417660565,4,6.7940716087030495,4.013009925525207,Premium,No,124,5769.24862008441
80.76593695865436,4,16.154624495750774,9.81103569314587,Alta,Si,100,8296.383644683961
63.97767626141281,2,34.1751262703921,1.096620819539895,Alta,Si,100,5965.142432253512
78.17766340595286,2,18.743261832120496,1.5439961038014123,Alta,Si,100,7835.628575636942
81.0245783617883,4,36.249641172759574,10.323327483392823,Media,No,80,5771.599802880693
50.46823714680251,4,27.34288055612552,16.551469965415848,Alta,Si,100,4253.463833284441
105.43130430215939,3,1.3675628034845353,3.0600127660310523,Media,Si,80,8986.996017566851
78.25037256869358,3,19.334346580532063,10.697941463568913,Emergente,Si,60,4323.881223767805
111.94311382433597,1,9.636811427515536,1.5935172257327368,Alta,No,100,12505.991037268432
58.416647768991055,1,22.002647017239312,3.3403012211490384,Alta,No,100,6871.442133852037
88.85946487834651,1,10.94766221006812,5.369508042860214,Emergente,,60,5554.921552814905
112.29825730394568,2,18.903505640680272,15.304126039000051,Alta,Si,100,11090.459775940266
105.43339517409039,3,22.271290713866254,24.630790696348583,Emergente,Si,60,4343.908565976531
63.69501740385358,2,14.567102073245408,3.8677755774341294,Premium,No,124,8165.441400363637
115.15185154726694,4,14.6757239358948,3.47086799407225,Alta,Si,100,11717.510541143049
93.31277809532783,2,2.1918530977055255,0.9145109640286545,Media,Si,80,6535.584819269414
63.600179162607574,1,21.979587614583505,3.5609925491515746,Alta,Si,100,7497.589023253409
30.0,1,0.0,1.198588000414538,Alta,Si,100,3013.5786169519342
86.76406004405072,2,23.251112013535238,1.5271418175206484,Alta,Si,100,9971.34716184309
45.231544931928475,3,24.867794306187868,1.8973429456736572,Premium,No,124,4832.316913666187
74.7583073257496,1,6.286136481738444,10.051481928336166,Alta,Si,100,7398.737046173465
,2,,,Alta,Si,100,8442.520769165378
115.26612104922933,2,0.0,5.53431903312274,Premium,Si,124,15376.093201162563
66.08491031438186,3,0.0,14.135913071637448,Emergente,Si,60,4427.860831063688
50.36770213448315,4,0.0001052758247350738,22.046770290669482,Emergente,Si,60,2960.3617955815316
116.11285636466047,2,18.9981916888236,4.8773295665808964,Alta,,100,11479.927015770869
66.84753782676108,4,6.799096970989083,4.833310240798953,Premium,No,124,8758.08202923665
69.65738195577556,3,8.896264840057064,8.990611727718521,Emergente,Si,60,3365.231776691663
66.02588643895767,3,11.3145772950924,1.5455360833152554,Media,Si,80,4909.924402934096
86.43243193650365,3,20.625439598313868,1.885094287570921,Alta,Si,100,9319.568735220624
92.2121805401156,2,3.8693249186461376,6.646352604594503,Media,No,80,8437.622299526605
77.08430846626926,2,6.412607493669878,16.04778199880984,Media,Si,80,6362.20999675051
103.51836593075461,4,17.021729120594937,4.514862840458109,Emergente,No,60,6772.986645978821
89.44312917539193,3,6.8930392813768275,13.929921852747963,Alta,No,100,6489.957314662979
61.2875929820621,3,39.464873268706214,4.777661349441351,Premium,Si,124,7821.2047139326105
76.73213013930115,4,21.745814137505455,1.9477831088957216,Alta,Si,100,8372.12892493861
70.96418484829368,2,36.04138994238603,0.5029038073456842,Media,No,80,5466.818200330337
85.69098558079226,1,8.639289644156193,4.7541326100262715,Media,,80,7366.657172368765
119.37773648131017,3,21.137353928079257,5.008487727102767,Media,Si,80,10238.97779206389
99.1588643197516,4,19.26556553033176,1.194245638043002,Emergente,Si,60,6284.62319753561
41.026844780687505,3,27.970853722401536,2.5561543969069063,Media,Si,80,4294.90708554463
69.7206460108145,3,11.380877709102359,4.392975487631243,Premium,No,124,8314.748757713898
130.90350023718688,1,6.88578672588198,3.1605713173074412,Alta,Si,100,13181.573322071612
,3,,,Media,No,80,4375.430459255225
70.18815036379326,3,19.866422701420024,5.390741522576224,Premium,Si,124,8565.600987055752
46.93132806788012,3,30.263939202403893,0.390263208396449,Premium,Si,124,6029.938258437785
73.15332415345036,4,9.643054707738216,1.602777139481201,Premium,Si,124,10211.579262030154
120.1987653063027,2,23.67622973934843,1.1820607494267672,Alta,Si,100,11935.126171509326
61.86099252752136,4,2.16174379267005,7.1762969008307165,Alta,No,100,5732.245652674656
89.70295063627412,2,21.93632667076937,0.37311946988697314,Media,Si,80,7064.724284611698
93.07781518096421,4,14.127352086682505,3.4491812059312954,Media,Si,80,8807.368469974763
78.62643405283069,3,4.680167033361396,1.3010178870096845,Media,Si,80,7297.833664205004
81.7493929685322,1,0.0,5.077843618786906,Alta,Si,100,9134.84670647169
37.19645913494427,4,14.741334314903998,6.060937656751447,Premium,Si,124,3685.0825752648757
83.71756552823906,3,30.211543128277256,0.5836362567291289,Premium,Si,124,10707.802109225317
112.33963621376677,1,11.297825178810061,1.8977114249051934,Emergente,Si,60,8063.721106323264
,3,,,Emergente,Si,60,7160.272983457226
109.47416066691564,2,28.664189135768403,5.195576279920235,Premium,Si,124,15366.87826979709
57.507224352342746,2,10.024187269417936,3.637912566600601,Alta,Si,100,7387.3702805630455
100.354866067745,3,10.184311456852235,7.161399090836361,Media,Si,80,8220.460443157708
,3,,,Premium,Si,124,15315.020268883105
90.2718473265385,4,7.658380929971936,12.448186618407789,Alta,No,100,8743.949407822638
84.44200692417269,1,14.534112716259916,3.039797256089651,Emergente,Si,60,4338.723896257572
60.5906629835695,2,23.044286913183434,2.480234397720207,Premium,No,124,7652.023939447562
98.22841052173564,1,14.795488457732697,9.92473215399471,Media,No,80,7246.307178129333
117.15022638770077,2,25.16884182521528,17.741466366865428,Alta,No,100,10980.056622550605
133.53095686813998,3,18.381340900289548,4.816382971721307,Media,Si,80,9841.528879214866
121.52901121788867,3,31.22987852030923,6.04209630361269,Media,Si,80,9775.85905122121
93.68200953984028,2,32.872840381704776,1.0541929007859527,Media,Si,80,6181.98906165982
174.29640905733822,1,8.778350467827076,8.478964571410813,Media,Si,80,15229.59947786711
114.08519707061241,2,12.318147503499466,0.5975682146554696,Premium,Si,124,14390.989515371479
55.19936855822543,3,26.31485149013168,0.8330653990450294,Premium,Si,124,6122.482785607235
66.52012466246485,3,13.077404260107206,0.23414747072737208,Emergente,Si,60,4642.1273061192005
64.24932389829824,3,15.952113091989743,9.54153739080831,Media,Si,80,5387.263792342249
,1,,,Media,No,80,6733.298433272281
110.74674222723223,1,4.461101642395803,1.3736709966249832,Premium,No,124,13716.710871290623
84.09229989928473,2,35.97877678618306,1.1068903098017733,Emergente,Si,60,4842.243355460401
94.54945148514933,4,5.861776540789039,3.28875471044003,Emergente,Si,60,8214.92522380641
133.4475597840326,4,20.327007419524783,10.623408790098907,Alta,Si,100,11161.490087508722
77.33259202906012,2,26.23766726393527,4.316886814773245,Alta,No,100,7628.437645023514
101.55649518556416,4,10.703964885785926,0.785152801972679,Alta,Si,100,10984.333427924441
74.79459270621872,2,15.686382587821885,6.519626722605074,Alta,Si,100,6367.256147712704
112.99507301093537,4,14.272117812692203,13.79283444504387,Emergente,Si,60,7764.730044569477
73.40369168567017,2,1.4397409344154628,11.972909941751125,Media,Si,80,6260.942173737177
64.94194376541432,4,35.73234628300862,2.912264213334761,Media,,80,4336.928630035977
85.51446041910287,2,17.730601689313822,1.281982112973806,Premium,Si,124,10121.80939296291
1034.0276853291161,4,8.590183434825978,12.565448154227326,Emergente,Si,60,6494.177178111479
122.1734270854108,2,24.179504406865853,0.6395067636775166,Premium,Si,124,15941.84984796203
116.09060014632033,4,7.736514958110215,10.587777267436016,Premium,,124,14624.066062473075
68.58997379509051,1,19.34621809221444,0.8163947952382264,Alta,Si,100,6629.859094371593
79.04858498955853,2,0.5168094517565773,0.6437938180501432,Premium,Si,124,9993.858545924786
41.67086783907166,1,19.152946790795056,0.5566837523378246,Emergente,No,60,1994.1422451392466
57.94751976379922,1,18.522375699164147,2.1758591424539766,Emergente,Si,60,3664.9296372839153
86.27156606335687,2,7.928311233507815,1.0731139373464256,Alta,No,100,8846.920425992206
80.71619005612392,3,19.927873271244696,3.9459040093433755,Media,Si,80,7046.520498662958
134.55363220971049,3,10.382857415906463,12.09688896271585,Media,Si,80,11282.445777897705
84.44859927120625,4,11.908046283044378,2.450352717712297,Premium,Si,124,11664.741558501155
,2,,,Premium,Si,124,10856.044041476382
98.71709929900577,2,33.544895546628695,7.277335526161326,Alta,Si,100,9537.440362492276
58.41988119059867,1,24.76270408129963,2.9173878643587146,Media,Si,80,4330.184095250417
46.339465523983534,3,13.185201390519843,2.9587257292406948,Media,Si,80,3568.983725398402
125.82590961827519,4,15.880107993602099,1.905565633662672,Media,Si,80,10521.302839766064
